,emoji,keywords_ru
2617,👨🏼‍🤝‍👨🏿,"{""холдинг"": 104, ""руки"": 131, ""средний свет"": 561, ""мужчины"": 31, ""темнота"": 564}"
2618,👨🏽‍🤝‍👨🏻,"{""холдинг"": 104, ""руки"": 131, ""свет"": 566, ""мужчины"": 31, ""средний"": 566}"
2619,👨🏽‍🤝‍👨🏼,"{""холдинг"": 104, ""руки"": 131, ""средний свет"": 561, ""мужчины"": 31, ""средний"": 566}"
2620,👬🏽,"{""холдинг"": 104, ""руки"": 131, ""мужчины"": 31, ""средний"": 566}"
2621,👨🏽‍🤝‍👨🏾,"{""холдинг"": 104, ""руки"": 131, ""средний парк"": 561, ""мужчины"": 31, ""средний"": 566}"
2622,👨🏽‍🤝‍👨🏿,"{""холдинг"": 104, ""руки"": 131, ""мужчины"": 31, ""средний"": 566, ""темнота"": 564}"
2623,👨🏾‍🤝‍👨🏻,"{""холдинг"": 104, ""руки"": 131, ""свет"": 566, ""средний парк"": 561, ""мужчины"": 31}"
2624,👨🏾‍🤝‍👨🏼,"{""холдинг"": 104, ""руки"": 131, ""средний свет"": 561, ""средний парк"": 561, ""мужчины"": 31}"
2625,👨🏾‍🤝‍👨🏽,"{""холдинг"": 104, ""руки"": 131, ""средний парк"": 561, ""мужчины"": 31, ""средний"": 566}"
2626,👬🏾,"{""холдинг"": 104, ""руки"": 131, ""средний парк"": 561, ""мужчины"": 31}"
2627,👨🏾‍🤝‍👨🏿,"{""холдинг"": 104, ""руки"": 131, ""средний парк"": 561, ""мужчины"": 31, ""темнота"": 564}"
2628,👨🏿‍🤝‍👨🏻,"{""холдинг"": 104, ""руки"": 131, ""свет"": 566, ""мужчины"": 31, ""темнота"": 564}"
2629,👨🏿‍🤝‍👨🏼,"{""холдинг"": 104, ""руки"": 131, ""средний свет"": 561, ""мужчины"": 31, ""темнота"": 564}"
2630,👨🏿‍🤝‍👨🏽,"{""холдинг"": 104, ""руки"": 131, ""мужчины"": 31, ""средний"": 566, ""темнота"": 564}"
2631,👨🏿‍🤝‍👨🏾,"{""холдинг"": 104, ""руки"": 131, ""средний парк"": 561, ""мужчины"": 31, ""темнота"": 564}"
2632,👬🏿,"{""холдинг"": 104, ""руки"": 131, ""мужчины"": 31, ""темнота"": 564}"
2633,💏,"{""пара"": 207, ""поцелуй"": 206, ""поцелуи"": 8, ""пол"": 6, ""нейтральный"": 8}"
2634,💏🏻,"{""поцелуй"": 206, ""свет"": 566}"
2635,💏🏼,"{""поцелуй"": 206, ""средний свет"": 561}"
2636,💏🏽,"{""поцелуй"": 206, ""средний"": 566}"
2637,💏🏾,"{""поцелуй"": 206, ""средний парк"": 561}"
2638,💏🏿,"{""поцелуй"": 206, ""темнота"": 564}"
2639,🧑🏻‍❤️‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 386}"
2640,🧑🏻‍❤‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 386}"
2641,🧑🏻‍❤️‍💋‍🧑🏽,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний"": 566}"
2642,🧑🏻‍❤‍💋‍🧑🏽,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний"": 566}"
2643,🧑🏻‍❤️‍💋‍🧑🏾,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний парк"": 561}"
2644,🧑🏻‍❤‍💋‍🧑🏾,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний парк"": 561}"
2645,🧑🏻‍❤️‍💋‍🧑🏿,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""темнота"": 564}"
2646,🧑🏻‍❤‍💋‍🧑🏿,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""темнота"": 564}"
2647,🧑🏼‍❤️‍💋‍🧑🏻,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 386}"
2648,🧑🏼‍❤‍💋‍🧑🏻,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 386}"
2649,🧑🏼‍❤️‍💋‍🧑🏽,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний"": 566}"
2650,🧑🏼‍❤‍💋‍🧑🏽,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний"": 566}"
2651,🧑🏼‍❤️‍💋‍🧑🏾,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний парк"": 561}"
2652,🧑🏼‍❤‍💋‍🧑🏾,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний парк"": 561}"
2653,🧑🏼‍❤️‍💋‍🧑🏿,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""темнота"": 564}"
2654,🧑🏼‍❤‍💋‍🧑🏿,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""темнота"": 564}"
2655,🧑🏽‍❤️‍💋‍🧑🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний"": 566}"
2656,🧑🏽‍❤‍💋‍🧑🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний"": 566}"
2657,🧑🏽‍❤️‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний"": 566}"
2658,🧑🏽‍❤‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний"": 566}"
2659,🧑🏽‍❤️‍💋‍🧑🏾,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""средний"": 566}"
2660,🧑🏽‍❤‍💋‍🧑🏾,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""средний"": 566}"
2661,🧑🏽‍❤️‍💋‍🧑🏿,"{""поцелуй"": 206, ""человек"": 386, ""средний"": 566, ""темнота"": 564}"
2662,🧑🏽‍❤‍💋‍🧑🏿,"{""поцелуй"": 206, ""человек"": 386, ""средний"": 566, ""темнота"": 564}"
2663,🧑🏾‍❤️‍💋‍🧑🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний парк"": 561}"
2664,🧑🏾‍❤‍💋‍🧑🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""средний парк"": 561}"
2665,🧑🏾‍❤️‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний парк"": 561}"
2666,🧑🏾‍❤‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""средний парк"": 561}"
2667,🧑🏾‍❤️‍💋‍🧑🏽,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""средний"": 566}"
2668,🧑🏾‍❤‍💋‍🧑🏽,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""средний"": 566}"
2669,🧑🏾‍❤️‍💋‍🧑🏿,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""темнота"": 564}"
2670,🧑🏾‍❤‍💋‍🧑🏿,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""темнота"": 564}"
2671,🧑🏿‍❤️‍💋‍🧑🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""темнота"": 564}"
2672,🧑🏿‍❤‍💋‍🧑🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 386, ""темнота"": 564}"
2673,🧑🏿‍❤️‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""темнота"": 564}"
2674,🧑🏿‍❤‍💋‍🧑🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 386, ""темнота"": 564}"
2675,🧑🏿‍❤️‍💋‍🧑🏽,"{""поцелуй"": 206, ""человек"": 386, ""средний"": 566, ""темнота"": 564}"
2676,🧑🏿‍❤‍💋‍🧑🏽,"{""поцелуй"": 206, ""человек"": 386, ""средний"": 566, ""темнота"": 564}"
2677,🧑🏿‍❤️‍💋‍🧑🏾,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""темнота"": 564}"
2678,🧑🏿‍❤‍💋‍🧑🏾,"{""поцелуй"": 206, ""человек"": 386, ""средний парк"": 561, ""темнота"": 564}"
2679,👩‍❤️‍💋‍👨,"{""поцелуй"": 206, ""человек"": 1003, ""женщина"": 1012}"
2680,👩‍❤‍💋‍👨,"{""поцелуй"": 206, ""человек"": 1003, ""женщина"": 1012}"
2681,👩🏻‍❤️‍💋‍👨🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 1003, ""женщина"": 1012}"
2682,👩🏻‍❤‍💋‍👨🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 1003, ""женщина"": 1012}"
2683,👩🏻‍❤️‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 1003, ""женщина"": 1012}"
2684,👩🏻‍❤‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 1003, ""женщина"": 1012}"
2685,👩🏻‍❤️‍💋‍👨🏽,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2686,👩🏻‍❤‍💋‍👨🏽,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2687,👩🏻‍❤️‍💋‍👨🏾,"{""поцелуй"": 206, ""свет"": 566, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2688,👩🏻‍❤‍💋‍👨🏾,"{""поцелуй"": 206, ""свет"": 566, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2689,👩🏻‍❤️‍💋‍👨🏿,"{""поцелуй"": 206, ""свет"": 566, ""женщина"": 1012, ""человек"": 1003, ""темнота"": 564}"
2690,👩🏻‍❤‍💋‍👨🏿,"{""поцелуй"": 206, ""свет"": 566, ""женщина"": 1012, ""человек"": 1003, ""темнота"": 564}"
2691,👩🏼‍❤️‍💋‍👨🏻,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 1003, ""женщина"": 1012}"
2692,👩🏼‍❤‍💋‍👨🏻,"{""поцелуй"": 206, ""средний свет"": 561, ""свет"": 566, ""человек"": 1003, ""женщина"": 1012}"
2693,👩🏼‍❤️‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 1003, ""женщина"": 1012}"
2694,👩🏼‍❤‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 1003, ""женщина"": 1012}"
2695,👩🏼‍❤️‍💋‍👨🏽,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2696,👩🏼‍❤‍💋‍👨🏽,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2697,👩🏼‍❤️‍💋‍👨🏾,"{""поцелуй"": 206, ""средний свет"": 561, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2698,👩🏼‍❤‍💋‍👨🏾,"{""поцелуй"": 206, ""средний свет"": 561, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2699,👩🏼‍❤️‍💋‍👨🏿,"{""поцелуй"": 206, ""средний свет"": 561, ""женщина"": 1012, ""человек"": 1003, ""темнота"": 564}"
2700,👩🏼‍❤‍💋‍👨🏿,"{""поцелуй"": 206, ""средний свет"": 561, ""женщина"": 1012, ""человек"": 1003, ""темнота"": 564}"
2701,👩🏽‍❤️‍💋‍👨🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2702,👩🏽‍❤‍💋‍👨🏻,"{""поцелуй"": 206, ""свет"": 566, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2703,👩🏽‍❤️‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2704,👩🏽‍❤‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2705,👩🏽‍❤️‍💋‍👨🏽,"{""поцелуй"": 206, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2706,👩🏽‍❤‍💋‍👨🏽,"{""поцелуй"": 206, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2707,👩🏽‍❤️‍💋‍👨🏾,"{""поцелуй"": 206, ""средний парк"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2708,👩🏽‍❤‍💋‍👨🏾,"{""поцелуй"": 206, ""средний парк"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2709,👩🏽‍❤️‍💋‍👨🏿,"{""поцелуй"": 206, ""женщина"": 1012, ""человек"": 1003, ""средний"": 566, ""темнота"": 564}"
2710,👩🏽‍❤‍💋‍👨🏿,"{""поцелуй"": 206, ""женщина"": 1012, ""человек"": 1003, ""средний"": 566, ""темнота"": 564}"
2711,👩🏾‍❤️‍💋‍👨🏻,"{""поцелуй"": 206, ""свет"": 566, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2712,👩🏾‍❤‍💋‍👨🏻,"{""поцелуй"": 206, ""свет"": 566, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2713,👩🏾‍❤️‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2714,👩🏾‍❤‍💋‍👨🏼,"{""поцелуй"": 206, ""средний свет"": 561, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2715,👩🏾‍❤️‍💋‍👨🏽,"{""поцелуй"": 206, ""средний парк"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2716,👩🏾‍❤‍💋‍👨🏽,"{""поцелуй"": 206, ""средний парк"": 561, ""человек"": 1003, ""средний"": 566, ""женщина"": 1012}"
2717,👩🏾‍❤️‍💋‍👨🏾,"{""поцелуй"": 206, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2718,👩🏾‍❤‍💋‍👨🏾,"{""поцелуй"": 206, ""средний парк"": 561, ""человек"": 1003, ""женщина"": 1012}"
2719,👩🏾‍❤️‍💋‍👨🏿,"{""поцелуй"": 206, ""средний парк"": 561, ""женщина"": 1012, ""человек"": 1003, ""темнота"": 564}"
2720,👩🏾‍❤‍💋‍👨🏿,"{""поцелуй"": 206, ""средний парк"": 561, ""женщина"": 1012, ""человек"": 1003, ""темнота"": 564}"
