,emoji,meanings_ru,synsets,synsets_names
4010,🚺,"['женщины', 'женский туалет', 'Женский туалет']","[""756-A"", ""2553-A"", ""132890-A"", ""120599-N"", ""129993-N"", ""756-A"", ""2553-A"", ""132890-A"", ""120599-N"", ""129993-N""]","[""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""УБОРНАЯ, ТУАЛЕТ"", ""ПОДСОБНОЕ ПОМЕЩЕНИЕ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""УБОРНАЯ, ТУАЛЕТ"", ""ПОДСОБНОЕ ПОМЕЩЕНИЕ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""УБОРНАЯ, ТУАЛЕТ"", ""ПОДСОБНОЕ ПОМЕЩЕНИЕ"", ""ЖЕНЩИНА, ЧЕЛОВЕК ЖЕНСКОГО ПОЛА"", ""СОВЕРШЕННОЛЕТНИЙ, ВЗРОСЛЫЙ ЧЕЛОВЕК"", ""ВЗРОСЛАЯ ЖЕНЩИНА"", ""УБОРНАЯ, ТУАЛЕТ"", ""ПОДСОБНОЕ ПОМЕЩЕНИЕ""]"
4011,🚻,"['комната отдыха', 'Знак ванной', 'Знак туалета']","[""107210-N"", ""106573-N"", ""107182-N"", ""107519-N"", ""107182-N"", ""107519-N""]","[""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ"", ""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ"", ""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ"", ""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ"", ""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ"", ""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОМНАТА (ПОМЕЩЕНИЕ)"", ""ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ"", ""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4012,🚼,"['baby символ', 'станция смены ребенка', 'символ изменения ребенка', 'питомник']","[""107585-N"", ""107519-N"", ""1023-N"", ""116359-N"", ""107585-N"", ""107519-N"", ""2530-N"", ""4337-N""]","[""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""КОСМИЧЕСКИЙ АППАРАТ"", ""КОСМИЧЕСКАЯ СТАНЦИЯ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ"", ""ПИТОМНИК""]"
4013,🚾,"['вода шкаф', 'туалет', 'ВК']","[""3675-N"", ""114273-N"", ""121731-N"", ""106555-N"", ""107053-N"", ""118315-N"", ""120599-N"", ""129993-N""]","[""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ТЕХНИЧЕСКОЕ УСТРОЙСТВО"", ""КОРОБКА (ВМЕСТИЛИЩЕ)"", ""ШКАФ, ШКАФНОЕ ОБОРУДОВАНИЕ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ТЕХНИЧЕСКОЕ УСТРОЙСТВО"", ""КОРОБКА (ВМЕСТИЛИЩЕ)"", ""ШКАФ, ШКАФНОЕ ОБОРУДОВАНИЕ"", ""УБОРНАЯ, ТУАЛЕТ"", ""ПОДСОБНОЕ ПОМЕЩЕНИЕ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ТЕХНИЧЕСКОЕ УСТРОЙСТВО"", ""КОРОБКА (ВМЕСТИЛИЩЕ)"", ""ШКАФ, ШКАФНОЕ ОБОРУДОВАНИЕ"", ""УБОРНАЯ, ТУАЛЕТ"", ""ПОДСОБНОЕ ПОМЕЩЕНИЕ""]"
4014,🛂,"['паспортный контроль', 'пограничного контроля']","[""2428-A"", ""121677-A"", ""106997-A"", ""106695-N"", ""3513-N""]","[""ДОКУМЕНТ"", ""СВИДЕТЕЛЬСТВО, СЕРТИФИКАТ"", ""ТЕХНИЧЕСКИЙ ПАСПОРТ"", ""ДОКУМЕНТ"", ""СВИДЕТЕЛЬСТВО, СЕРТИФИКАТ"", ""ТЕХНИЧЕСКИЙ ПАСПОРТ"", ""ПРОВЕРИТЬ, УДОСТОВЕРИТЬСЯ В ПРАВИЛЬНОСТИ"", ""КОНТРОЛЬ"", ""ДОКУМЕНТ"", ""СВИДЕТЕЛЬСТВО, СЕРТИФИКАТ"", ""ТЕХНИЧЕСКИЙ ПАСПОРТ"", ""ПРОВЕРИТЬ, УДОСТОВЕРИТЬСЯ В ПРАВИЛЬНОСТИ"", ""КОНТРОЛЬ"", ""ДОКУМЕНТ"", ""СВИДЕТЕЛЬСТВО, СЕРТИФИКАТ"", ""ТЕХНИЧЕСКИЙ ПАСПОРТ"", ""ПРОВЕРИТЬ, УДОСТОВЕРИТЬСЯ В ПРАВИЛЬНОСТИ"", ""КОНТРОЛЬ""]"
4015,🛃,['таможни'],[],[]
4016,🛄,['заявление о багаже'],"[""106605-N"", ""106852-N""]","[""СООБЩЕНИЕ, ИЗВЕСТИЕ"", ""ЗАЯВЛЕНИЕ (ОФИЦИАЛЬНОЕ СООБЩЕНИЕ)"", ""СООБЩЕНИЕ, ИЗВЕСТИЕ"", ""ЗАЯВЛЕНИЕ (ОФИЦИАЛЬНОЕ СООБЩЕНИЕ)"", ""СООБЩЕНИЕ, ИЗВЕСТИЕ"", ""ЗАЯВЛЕНИЕ (ОФИЦИАЛЬНОЕ СООБЩЕНИЕ)""]"
4017,🛅,"['левый багаж', 'сумка с ключом', 'запертый чемодан']","[""123447-A"", ""107577-A"", ""181-N"", ""3003-N"", ""146445-N"", ""106580-N"", ""107038-N"", ""107164-N""]","[""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ВЫВОДКОВАЯ СУМКА"", ""ОРГАН ЖИВОГО ОРГАНИЗМА"", ""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ВЫВОДКОВАЯ СУМКА"", ""ОРГАН ЖИВОГО ОРГАНИЗМА"", ""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ВЫВОДКОВАЯ СУМКА"", ""ОРГАН ЖИВОГО ОРГАНИЗМА"", ""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ВЫВОДКОВАЯ СУМКА"", ""ОРГАН ЖИВОГО ОРГАНИЗМА"", ""ЛЕВАЯ СТОРОНА"", ""БОК, БОКОВАЯ ЧАСТЬ"", ""ГРУЗ"", ""БАГАЖ ПАССАЖИРА"", ""ВЫВОДКОВАЯ СУМКА"", ""ОРГАН ЖИВОГО ОРГАНИЗМА"", ""ВМЕСТИЛИЩЕ"", ""ЧЕМОДАН""]"
4018,⚠️,"['предупреждение', 'предупреждающий символ']","[""106707-N"", ""114040-N"", ""106542-N"", ""107585-N"", ""107519-N""]","[""ПРЕДУПРЕДИТЬ, ЗАРАНЕЕ ИЗВЕСТИТЬ"", ""ПРЕДУПРЕДИТЬ, ПРЕДОТВРАТИТЬ"", ""СООБЩИТЬ, УВЕДОМИТЬ"", ""ПРЕДУПРЕДИТЬ, ЗАРАНЕЕ ИЗВЕСТИТЬ"", ""ПРЕДУПРЕДИТЬ, ПРЕДОТВРАТИТЬ"", ""СООБЩИТЬ, УВЕДОМИТЬ"", ""ПРЕДУПРЕДИТЬ, ЗАРАНЕЕ ИЗВЕСТИТЬ"", ""ПРЕДУПРЕДИТЬ, ПРЕДОТВРАТИТЬ"", ""СООБЩИТЬ, УВЕДОМИТЬ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4019,⚠,"['предупреждение', 'предупреждающий символ']","[""106707-N"", ""114040-N"", ""106542-N"", ""107585-N"", ""107519-N""]","[""ПРЕДУПРЕДИТЬ, ЗАРАНЕЕ ИЗВЕСТИТЬ"", ""ПРЕДУПРЕДИТЬ, ПРЕДОТВРАТИТЬ"", ""СООБЩИТЬ, УВЕДОМИТЬ"", ""ПРЕДУПРЕДИТЬ, ЗАРАНЕЕ ИЗВЕСТИТЬ"", ""ПРЕДУПРЕДИТЬ, ПРЕДОТВРАТИТЬ"", ""СООБЩИТЬ, УВЕДОМИТЬ"", ""ПРЕДУПРЕДИТЬ, ЗАРАНЕЕ ИЗВЕСТИТЬ"", ""ПРЕДУПРЕДИТЬ, ПРЕДОТВРАТИТЬ"", ""СООБЩИТЬ, УВЕДОМИТЬ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4020,🚸,"['детский переход', 'детский переход', 'школьное пересечение']","[""106518-A"", ""152922-A"", ""130670-N"", ""106629-N"", ""106518-A"", ""152922-A"", ""130670-N"", ""106629-N"", ""127511-N"", ""106451-N""]","[""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""СХОДСТВО"", ""ДЕТСКИЙ, КАК У РЕБЕНКА"", ""ПЕРЕЙТИ В ДРУГОЕ СОСТОЯНИЕ, ПОЛОЖЕНИЕ"", ""ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ"", ""ПЕРЕСЕЧЕНИЕ, МЕСТО ПЕРЕСЕЧЕНИЯ"", ""МЕСТО В ПРОСТРАНСТВЕ""]"
4021,⛔,['без входа'],[],[]
4022,🚫,"['запрещено', 'запрещен', 'круг backslash', 'нет', 'красный круг пересечен', 'ограничено']","[""127272-N"", ""118476-N"", ""106627-N"", ""106944-A"", ""109437-A"", ""127272-N"", ""118476-N"", ""106627-N""]","[""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ЦВЕТ, ОКРАСКА"", ""КРАСНЫЙ ЦВЕТ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ЦВЕТ, ОКРАСКА"", ""КРАСНЫЙ ЦВЕТ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ЦВЕТ, ОКРАСКА"", ""КРАСНЫЙ ЦВЕТ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ"", ""ЦВЕТ, ОКРАСКА"", ""КРАСНЫЙ ЦВЕТ"", ""ОКРУЖЕНИЕ, ОКРУЖАЮЩИЕ ЛЮДИ"", ""ОКРУЖЕНИЕ (ОКРУЖАЮЩАЯ ОБСТАНОВКА)"", ""ГРУППА ЛЮДЕЙ""]"
4023,🚳,"['без велосипедов', 'без велосипедов знак']","[""107182-N"", ""107519-N""]","[""ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4024,🚭,['не курить'],"[""115824-V"", ""4042-V""]","[""ВДОХНУТЬ, СДЕЛАТЬ ВДОХ"", ""КУРЕНИЕ""]"
4025,🚯,['нет помета'],"[""107541-N"", ""107519-N""]","[""ПОМЕТКА"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4026,🚱,"['непотребляемая вода', 'нет питьевой воды', 'нет воды']","[""3675-N"", ""114273-N"", ""121731-N"", ""106932-A"", ""106817-A""]","[""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ПИТЬ, ГЛОТАТЬ ЖИДКОСТЬ"", ""ПРИНУДИТЬ, ЗАСТАВИТЬ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ПИТЬ, ГЛОТАТЬ ЖИДКОСТЬ"", ""ПРИНУДИТЬ, ЗАСТАВИТЬ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ПИТЬ, ГЛОТАТЬ ЖИДКОСТЬ"", ""ПРИНУДИТЬ, ЗАСТАВИТЬ"", ""ЖИДКОСТЬ"", ""ВОДА (ЖИДКОСТЬ)"", ""ВОДОРОДНОЕ СОЕДИНЕНИЕ"", ""ПИТЬ, ГЛОТАТЬ ЖИДКОСТЬ"", ""ПРИНУДИТЬ, ЗАСТАВИТЬ""]"
4027,🚷,"['без пешеходов', 'нет людей', 'без прогулок']",[],[]
4028,📵,"['нет мобильных телефонов', 'нет сотовых телефонов', 'нет телефонов', 'нет смартфонов']",[],[]
4029,🔞,"['никто под восемнадцать', 'nsfw']",[],[]
4030,☢️,"['радиоактивный', 'символ международного излучения', 'ядерная']","[""951-A"", ""115302-A"", ""107585-N"", ""107519-N""]","[""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4031,☢,"['радиоактивный', 'символ международного излучения', 'ядерная']","[""951-A"", ""115302-A"", ""107585-N"", ""107519-N""]","[""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ"", ""РАДИОАКТИВНОСТЬ"", ""РАСПАСТЬСЯ НА СОСТАВНЫЕ ЧАСТИ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)"", ""ЗНАК, ОБОЗНАЧЕНИЕ""]"
4032,☣️,['биохазард'],[],[]
4033,☣,['биохазард'],[],[]
4034,⬆️,"['вверх по стрелке', 'стрелка, указывая вверх', 'вверх по стрелке']","[""123593-N"", ""107309-N"", ""123592-N""]","[""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА""]"
4035,⬆,"['вверх по стрелке', 'стрелка, указывая вверх', 'вверх по стрелке']","[""123593-N"", ""107309-N"", ""123592-N""]","[""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА""]"
4036,↗️,"['вверх-правая стрелка', 'diagonal вверх-правая стрелка']","[""123593-N"", ""107309-N"", ""123592-N"", ""123593-N"", ""107309-N"", ""123592-N""]","[""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА"", ""УКАЗАТЕЛЬ (УКАЗЫВАЮЩИЙ ЗНАК)"", ""ПЛАСТИНА"", ""СТРЕЛКА ПРИБОРА""]"
